grado	Quiz_Name	Class	Key	Question_Number	Primary_Answer	# Correct	% Correct	Discriminant Factor	Response 1	Response 1 %	Response 2	Response 2 %	Response 3	Response 3 %	Response 4	Response 4 %		Grado	Pregunta	Asignatura	Texto de la Pregunta	Opción A	Opción B	Opción C	Opción D
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	101	D	37	54.41	0.345	D	54.41	B	20.59	C	13.24	A	10.29		10	21	C Ciudadanas	A partir de la lectura del texto, se puede inferir que el concepto de "Derecho Internacional Humanitario" (DIH) en el contexto colombiano ha tenido una aplicación deficiente principalmente porque: 	Las leyes internacionales no son compatibles con la geografía de Colombia y por eso los grupos armados no pueden seguirlas correctamente en las selvas. 	Los actores del conflicto han priorizado el control territorial y el uso del miedo sobre el respeto a las normas que buscan proteger a la población civil. 	El Estado colombiano nunca ha firmado tratados internacionales que lo obliguen a respetar los derechos de los combatientes en el campo de batalla. 	La población civil prefiere que no existan reglas en la guerra para que los conflictos se resuelvan con mayor rapidez y efectividad militar. 
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	102	C	33	48.53	0.068	C	48.53	A	32.35	B	14.71	D	4.41		10	22	C Ciudadanas	El autor sostiene que la "naturalización" del horror representa un obstáculo para la vigencia de los Derechos Humanos. De esta afirmación se deduce que para construir una paz duradera es necesario: 	Eliminar todos los medios de comunicación para que la gente deje de enterarse de las noticias violentas y así pueda recuperar su tranquilidad emocional. 	Fomentar una cultura de solidaridad y sensibilidad social que rechace cualquier forma de violencia y reconozca la dignidad de todas las víctimas del conflicto. 	Ignorar los hechos ocurridos en el pasado para que las nuevas generaciones no crezcan con sentimientos de tristeza o resentimiento hacia el Estado. 	Aumentar el número de soldados en todas las ciudades para que la sensación de seguridad impida que las personas sientan miedo ante los grupos armados. 
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	103	B	24	35.29	0.268	A	38.24	B	35.29	C	17.65	D	8.82		10	23	C Ciudadanas	Cuando el texto menciona que "el fin nunca justifica los medios" en relación con el conflicto armado, el autor está haciendo un llamado ético para que los estudiantes comprendan que: 	Cualquier acción militar es válida siempre y cuando el resultado final sea la captura de los líderes de los grupos que actúan fuera de la ley. 	El respeto por la integridad y la dignidad de los seres humanos debe estar por encima de cualquier objetivo político, ideológico o estratégico de guerra. 	Las leyes de la guerra deben ser modificadas constantemente para adaptarse a las necesidades de los bandos que están ganando las batallas territoriales. 	El éxito de un gobierno se mide únicamente por la cantidad de enemigos eliminados, independientemente de los métodos utilizados para lograr dicho objetivo. 
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	104	A	26	38.24	0.219	A	38.24	B	33.82	C	22.06	D	5.88		10	24	C Ciudadanas	Según el análisis de la "justicia transicional" presentado en el último párrafo, el mayor desafío de este modelo para la sociedad colombiana actual consiste en lograr que: 	Las víctimas renuncien a todos sus derechos para que los victimarios no tengan que ir a la cárcel y la paz se logre de manera inmediata. 	Se encuentre un equilibrio real entre la necesidad de paz y los derechos a la verdad, la justicia y la reparación de quienes sufrieron el conflicto.	El sistema judicial castigue con la misma severidad a quienes cometieron delitos menores que a quienes cometieron crímenes de lesa humanidad. 	La comunidad internacional se encargue de juzgar a todos los colombianos involucrados en la guerra para garantizar una total neutralidad política. 
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	105	B	19	27.94	0.009	C	41.18	B	27.94	D	17.65	A	13.24		10	25	C Ciudadanas	El autor afirma que los jóvenes son responsables de la "paz que van a construir". Dentro de la lógica del texto, esta responsabilidad se ejerce principalmente a través de: 	El olvido deliberado de los eventos trágicos del pasado para evitar que el país siga estancado en discusiones que no generan progreso económico. 	La participación activa en el ejército para asegurar que no existan más grupos rebeldes que puedan amenazar la estabilidad de la nación en el futuro. 	El estudio crítico de la historia y la defensa activa de los Derechos Humanos como una herramienta para evitar que la violencia se repita. 	La creación de nuevas leyes que prohíban a los adultos hablar sobre política en los colegios y universidades para mantener un ambiente de neutralidad.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	106	A	30	44.12	0.005	A	44.12	B	32.35	C	19.12	D	4.41		10	26	C Ciudadanas	Estudio de Caso: En una zona rural de Colombia, dos familias campesinas se enfrentan por los límites de una parcela. Ante la ausencia de un juez de tierras o una oficina del Estado, una de las familias decide acudir a un grupo armado local para que "imponga orden". Basándose en el texto sobre el origen de la violencia, este caso ilustra que una de las causas principales del conflicto ha sido: 	La preferencia de los campesinos colombianos por resolver sus problemas personales mediante el uso de la fuerza en lugar de utilizar el diálogo o la mediación familiar.	La ausencia de una presencia estatal efectiva que garantice justicia y resuelva los conflictos de propiedad, permitiendo que actores ilegales asuman funciones de autoridad.	El exceso de leyes agrarias que confunden a los habitantes del campo y los obligan a buscar ayuda en grupos que no conocen la constitución nacional ni los códigos civiles.	La falta de interés de las familias rurales en los procesos de paz, prefiriendo mantener las tradiciones de violencia heredadas de los antiguos partidos políticos tradicionales. 
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	107	C	36	52.94	0.206	C	52.94	B	25	A	19.12	D	2.94		10	27	C Ciudadanas	Estudio de Caso: Un líder político en 1950 pronuncia un discurso donde afirma que los miembros del partido contrario son "enemigos de la patria" que deben ser expulsados de sus tierras para "limpiar la nación". Si analizamos este caso desde la historia de "La Violencia" en Colombia, podemos concluir que este tipo de discursos contribuyeron al conflicto porque: 	Ayudaron a que la población entendiera mejor las diferencias ideológicas entre los partidos, fomentando un debate democrático sano y necesario para el progreso del país en esa época. 	Provocaron una deshumanización del adversario político, transformando la competencia por el poder en una lucha violenta donde la eliminación física del otro se consideraba justificada. 	Permitieron que el Estado colombiano ahorrara recursos en educación ciudadana, ya que los líderes políticos eran los encargados de guiar el pensamiento de todas las mayorías. 	Aseguraron que los campesinos se mantuvieran unidos bajo una misma bandera política para proteger sus derechos frente a las amenazas de las potencias extranjeras.
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	108	A	21	30.88	0.227	B	41.18	A	30.88	C	17.65	D	10.29		10	28	C Ciudadanas	Estudio de Caso: Un grupo de campesinos en la década de los 60 decide organizarse para exigir una reforma agraria que les permita acceder a títulos de propiedad. Al ser ignorados y perseguidos por el Estado, algunos deciden tomar las armas. Según el texto, este proceso demuestra que la violencia en Colombia se ha alimentado históricamente de: 	La ambición desmedida de los trabajadores rurales por poseer tierras que originalmente no les pertenecían y que debían ser explotadas por grandes empresas internacionales de minería. 	La respuesta violenta a la exclusión social y económica, donde la falta de canales democráticos para la justicia social llevó a algunos sectores a optar por la vía armada. 	El deseo de los jóvenes campesinos por experimentar la vida militar en lugar de dedicarse a las labores agrícolas tradicionales que les ofrecían sus familias en el campo. 	La influencia directa de las nuevas tecnologías de comunicación que permitieron que las ideas de guerra se difundieran rápidamente por todos los rincones del territorio nacional. 
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	109	A	38	55.88	0.422	A	55.88	B	20.59	D	11.76	C	10.29		10	29	C Ciudadanas	Estudio de Caso: En 1985, un gran hacendado decide financiar un ejército privado para proteger sus propiedades de las extorsiones de la guerrilla, lo que resulta en el despojo de tierras de miles de vecinos inocentes. Este caso permite comprender que la entrada de nuevos actores y recursos económicos al conflicto colombiano tuvo como  consecuencia: 	Una mejora significativa en la seguridad de las zonas rurales, ya que los ejércitos privados eran mucho más eficientes que la policía nacional para mantener el orden y la calma.	Una degradación del conflicto donde la protección de intereses privados pasó por encima de los Derechos Humanos, profundizando el problema del desplazamiento y la injusticia social. 	La creación de una nueva clase social de propietarios que lograron modernizar el campo colombiano gracias al uso de métodos de vigilancia altamente tecnificados. 	El fin definitivo de las guerrillas comunistas, que no pudieron competir económicamente contra los recursos financieros de los propietarios de tierras y los empresarios. 
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	110	C	29	42.65	0.178	C	42.65	B	25	A	17.65	D	13.24		10	30	C Ciudadanas	Estudio de Caso: Un estudiante de décimo grado nota que en las discusiones de su colegio se utilizan insultos y amenazas cuando alguien opina diferente sobre la historia de Colombia. Al reflexionar sobre el origen de la violencia, el estudiante concluye que para construir una nación en paz es fundamental entender que:	Los conflictos son naturales y siempre deben resolverse mediante la imposición de la opinión de la mayoría sobre las minorías para evitar desórdenes sociales. 	La violencia no es solo un hecho de armas, sino una conducta que se repite cuando se pierde la empatía y no se respetan los derechos de quien piensa de manera distinta.	Es mejor no hablar de temas polémicos en los colegios para que los estudiantes no desarrollen ideas propias que puedan contradecir lo que dicen sus padres o maestros. 	La historia de la violencia debe ser borrada de los currículos escolares para que las nuevas generaciones no tengan que sufrir por los errores cometidos por sus antepasados. 
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	111	B	52	76.47	0.405	B	76.47	A	11.76	C	10.29		1.47		6	101	INGLÉS	It is useful to write lines	Pencil	Ruler	Notebook	Eraser
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	112	C	34	50	-0.028	C	50	D	27.94	B	13.24	A	8.82		6	102	INGLÉS	It is useful to paint your drawings	Sharpener	Eraser	Colors	Pen
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	113	D	25	36.76	0.23	D	36.76	A	27.94	C	19.12	B	16.18		6	103	INGLÉS	It is useful to take notes	Notebook	Ruler	Eraser	Schoolbag
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	114	C	29	42.65	0.386	C	42.65	A	26.47	D	19.12	B	11.76		6	104	INGLÉS	It is useful when you make an error	Marker	Notebook	Schoolbag	An eraser
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	115	D	11	16.18	0.226	A	55.88	C	23.53	D	16.18	B	4.41		6	105	INGLÉS	_____ you in sixth grade?	is	are	am	what
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	116	C	30	44.12	0.162	C	44.12	B	29.41	A	13.24	D	13.24		6	106	INGLÉS	______ old are you?	are	What	How	is
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	117	A	24	35.29	0.186	A	35.29	C	33.82	B	23.53	D	7.35		6	107	INGLÉS	You are _____ excellent student.	a	some	is	an
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	118	D	29	42.65	0.406	D	42.65	C	23.53	B	23.53	A	10.29		6	108	INGLÉS	_____ you like to play videogames?	Does	Do	What	How
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	119	B	28	41.18	0.007	B	41.18	A	36.76	C	14.71	D	7.35		6	109	INGLÉS	_____ He read magazines?	Does	Do	What	How
6	EVALUÁNDONOS 6 FINAL 2025	6-01, 6-02, 6-03, 6PJ	Primary Key 	120	C	29	42.65	0	C	42.65	A	20.59	B	19.12	D	17.65		6	110	INGLÉS	_____ is your last name?	Does	Do	What	How
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	1	B	45	73.77	0.412	B	73.77	C	11.48	A	9.84	D	4.92		6	111	INGLÉS	Who is the academic coordinator at your school?	In sixth grade	Liceo Alejandro de Humboldt	Mariela Taimal	She coordinates the academic process
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	2	A	48	78.69	0.264	A	78.69	B	13.11	C	4.92	D	3.28		6	112	INGLÉS	What do you do?	I am a student	I am your classmate	I am a teacher	I am a football player
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	3	C	41	67.21	0.263	C	67.21	A	14.75	B	9.84	D	8.2		6	113	INGLÉS	Do you like cats?	Yes, I am	No, I am not	Yes, you are	Yes, I do
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	4	B	11	18.03	-0.007	A	72.13	B	18.03	C	6.56	D	3.28		6	114	INGLÉS	It is a quarter to three	3:15	4:15	2:45	3:45
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	5	A	41	67.21	0.404	A	67.21	C	16.39	B	8.2	D	8.2		6	115	INGLÉS	It’s 4:35	It’s thirty five to five	It’s thirty five past four	It’s twenty five to five	It’s half to five
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	6	B	37	60.66	0.255	B	60.66	D	24.59	C	11.48	A	3.28		6	116	INGLÉS	What time do teachers usually get up?	At four a.m.	At five a.m.	At four thirty a.m.	At four or five a.m.
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	7	A	6	9.84	0.081	B	39.34	D	34.43	C	14.75	A	9.84		6	117	INGLÉS	What time do teachers start class?	At six a.m.	At seven a.m.	At five a.m.	At eight a.m.
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	8	A	35	57.38	0.322	A	57.38	D	26.23	C	9.84	B	6.56		6	118	INGLÉS	What do teachers do during the break?	They check evaluations	They prepare class	They accompany students	They write school reports
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	9	C	33	54.1	0.096	C	54.1	D	24.59	B	14.75	A	6.56		6	119	INGLÉS	Is a teacher’s day difficult?	Yes, he is	Yes, it is	No, it is not	No, he is not
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	10	C	22	36.07	-0.002	C	36.07	D	32.79	B	16.39	A	13.11		6	120	INGLÉS	Do teachers have extracurricular activities after school?	Yes, they do	Yes, they does	No, they don’t	No, they aren’t
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	11	B	19	31.15	0.22	D	32.79	C	31.15	B	31.15	A	4.92		7	101	INGLÉS	To  move with the music	Dancing	Jogging	Walking	Listen to music
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	12	B	22	36.07	-0.068	B	36.07	D	31.15	C	22.95	A	9.84		7	102	INGLÉS	Creating art	Play boardgames	Ride bike	Go fishing	Painting
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	13	A	32	52.46	0.138	A	52.46	B	19.67	C	18.03	D	8.2		7	103	INGLÉS	Practicing a sport	Watch movies	Drawing	Running	Take photos
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	14	A	2	3.28	0.018	B	55.74	D	26.23	C	14.75	A	3.28		7	104	INGLÉS	You learn so much with this activity	Ride horse	Swimming	Read books	Hiking
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	15	C	43	70.49	0.288	C	70.49	B	11.48	D	9.84	A	8.2		7	105	INGLÉS	I ______ to Piano lessons every week	goes	go	am going	are going
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	16	A	16	26.23	-0.015	B	37.7	A	26.23	C	22.95	D	13.11		7	106	INGLÉS	Sandra _____ to a books club every monday	goes	go	am going	is going
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	17	B	19	31.15	0.01	C	37.7	B	31.15	D	16.39	A	14.75		7	107	INGLÉS	I _________ to start english lessons next friday	go	goes	is going	am going
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	18	D	10	16.39	0.053	A	44.26	B	24.59	D	16.39	C	14.75		7	108	INGLÉS	______ foods contain fibre?	How	A. 	When	Which
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	19	B	12	19.67	0.069	C	40.98	A	21.31	B	19.67	D	18.03		7	109	INGLÉS	_____ portions of fruit and vegetable do you need a day?	How many	What	When	Where
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	20	B	31	50.82	0.24	B	50.82	D	26.23	C	13.11	A	8.2		7	110	INGLÉS	What do you want to learn in arts?	Swimming	Reading	Drawing	Skateboard
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	21	C	17	27.87	-0.325	B	37.7	C	27.87	A	22.95	D	11.48		7	111	INGLÉS	Can you cook?	Yes, I can’t	No, I can	Yes, I do	Yes, I can
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	22	B	48	78.69	0.369	B	78.69	A	16.39	C	3.28	D	1.64		7	112	INGLÉS	What is your favorite meal?	Lunch	Chicken	Hamburguer	Pizza
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	23	C	53	86.89	0.414	C	86.89	D	4.92	A	4.92	B	3.28		7	113	INGLÉS	What is your favorite dish?	pears	carrots	pasta	potatoes
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	24	B	28	45.9	0.242	B	45.9	A	27.87	D	13.11	C	13.11		7	114	INGLÉS	Which one is not a protein?	Fish	Bread	Chicken	Meat
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	25	C	32	52.46	0.266	C	52.46	B	18.03	A	14.75	D	14.75		7	115	INGLÉS	Fibre is good for your	digestion	brain	muscles	respiration
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	26	C	32	52.46	0.173	C	52.46	D	34.43	B	8.2	A	3.28		7	116	INGLÉS	When do the clubs take place?	After school	In the break	In the class	During the school
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	27	B	37	60.66	0.348	B	60.66	D	24.59	C	13.11	A	1.64		7	117	INGLÉS	Where do the clubs take place?	In the school	At Caicedonia Cultural Centre	In the classroom	In the house
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	28	C	27	44.26	0.018	C	44.26	A	37.7	B	13.11	D	3.28		7	118	INGLÉS	How many clubs does the Cultural Centre offer?	four	three	six	five
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	29	C	45	73.77	0.398	C	73.77	A	14.75	D	4.92	B	4.92		7	119	INGLÉS	What does the Cultural Centre offer in the sports club?	Swimming and football	A variety of individual and team sports	Volleyball and Basketball	Tennis and Baseball
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	30	C	24	39.34	0.445	B	49.18	C	39.34	A	4.92	D	4.92		7	120	INGLÉS	What activities does the arts club have?	Singing and dancing	Play an instrument and paint	To dance, play an instrument, draw or paint	theater
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	31	C	38	62.3	0.573	C	62.3	B	13.11	A	13.11	D	9.84		8	101	INGLÉS	The cutting down of trees	Global warming	Deforestation	Soil pollution	Air pollution
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	32	D	36	59.02	0.398	D	59.02	B	18.03	C	11.48	A	8.2		8	102	INGLÉS	A gradual increase of temperatures due to polluted gases	waste	fumes	Global warming	Pollution
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	33	B	40	65.57	0.431	B	65.57	C	13.11	D	9.84	A	8.2		8	103	INGLÉS	Damage caused to wáter, soil, or air	Pollution	Waste	Deforestation	Fumes
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	34	C	37	60.66	0.121	C	60.66	B	18.03	D	13.11	A	6.56		8	104	INGLÉS	Unwanted material of any type; litter, trash	Soil pollution	deforestation	waste	fumes
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	35	A	34	55.74	0.301	A	55.74	B	21.31	D	11.48	C	9.84		8	105	INGLÉS	Choose the correct sentence:	I’m c11rned in soil erosion	I’m c11rned at soil erosion	I’m c11rned about soil erosion	I’m c11rned to soil erosion
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	36	D	10	16.39	-0.03	A	40.98	C	21.31	B	19.67	D	16.39		8	106	INGLÉS	What is the correct sentence?	I’m good at planting trees	I’m good in planting trees.	I’m good on planting trees	I’m good to planting trees.
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	37	C	44	72.13	0.342	C	72.13	B	14.75	A	9.84	D	1.64		8	107	INGLÉS	Complete: She wouldn’t like to ________ in a polluted river.	swims	swam	swimming	swim
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	38	A	40	65.57	0.418	A	65.57	C	13.11	B	11.48	D	8.2		8	108	INGLÉS	Select the correct question:	What you can do to reduce your ecological footprint?	What can you do to reduce your footprint ecological?	What can reduce your ecological footprint?	What can you do to reduce your ecological footprint?
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	39	B	43	70.49	0.215	B	70.49	D	13.11	A	8.2	C	6.56		8	109	INGLÉS	Choose the correct option:	How often you buy packaged food?	How often do you buy packaged food?	How often buy packaged food?	How often do you buy food packaged?
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	40	B	22	36.07	0.147	D	47.54	B	36.07	C	8.2	A	6.56		8	110	INGLÉS	Which action is an example of reusing?	Sorting waste into different categories	Donating old books to a library	Catching the bus to school	Composting organic waste
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	41	C	31	50.82	0.353	C	50.82	A	22.95	B	19.67	D	6.56		8	111	INGLÉS	Which is an example of reducing?	Not buying school books	Not buying enough food	Not buying things you don’t need	Not buying things you need
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	42	B	47	77.05	0.243	B	77.05	A	11.48	D	6.56	C	4.92		8	112	INGLÉS	What can you do to reduce your e-footprint?	By recycling, saving energy and water	By buying package food	Going to school by car or motorcycle	By writing about the importance of the planet
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	43	A	35	57.38	0.524	A	57.38	B	26.23	C	8.2	D	8.2		8	113	INGLÉS	Old mobile pones should go into the _____ bin	metals	plastics	general rubbish	E-waste
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	44	B	50	81.97	0.427	B	81.97	A	9.84	C	4.92	D	3.28		8	114	INGLÉS	_________ can’t be recycled	Plastic bottles	Car tyres	Crisp packets	Magazines
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	45	C	40	65.57	0.397	C	65.57	A	16.39	D	9.84	B	8.2		8	115	INGLÉS	Which was the environmental problema in the region?	Waste	Deforestation and bad management of waste	Cutting of trees	Rubbish
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	46	A	49	80.33	0.407	A	80.33	B	9.84	C	6.56	D	3.28		8	116	INGLÉS	Who did something to help?	La Paz School	People from that region	The government	Teachers and students
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	47	B	53	86.89	0.418	B	86.89	A	6.56	C	4.92	D	1.64		8	117	INGLÉS	What did they do?	They created an environmental group	They talked with people in the region	They pick up the waste	A campaign
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	48	A	49	80.33	0.605	A	80.33	C	11.48	B	4.92	D	3.28		8	118	INGLÉS	Did they find a solution?	Yes, they didn’t	No, they did not	Yes, they did	No, they don’t
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	49	C	48	78.69	0.501	C	78.69	A	9.84	B	6.56	D	4.92		8	119	INGLÉS	Does the title have a relation with the content of the text?	Yes, he is	Yes, it is	No, he is not	No, it is not
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	50	B	38	62.3	0.256	B	62.3	D	19.67	A	13.11	C	4.92		8	120	INGLÉS	Where does this story happen?	In a school	In a region of Colombia	At La Paz School, a rural school in the mountains of central Colombia	In a town of Colombia
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	51	D	40	65.57	0.55	D	65.57	B	19.67	A	8.2	C	6.56		9	101	INGLÉS	How old is Sofia?	13	14	15	16
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	52	A	41	67.21	0.525	A	67.21	D	14.75	C	14.75	B	3.28		9	102	INGLÉS	Where does she live?	Apartment	Big house   	Small house    	School 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	53	C	40	65.57	0.389	C	65.57	B	19.67	A	8.2	D	6.56		9	103	INGLÉS	What is her mother’s job?	Teacher 	Nurse  	Chef   	Doctor
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	54	A	33	54.1	0.523	A	54.1	C	26.23	D	9.84	B	9.84		9	104	INGLÉS	What does her father do?	Chef 	Driver  	Teacher	Engineer 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	55	A	25	40.98	0.149	A	40.98	B	22.95	C	22.95	D	11.48		9	105	INGLÉS	How old is her brother?	8	14	17	10
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	56	D	42	68.85	0.513	D	68.85	C	13.11	B	9.84	A	6.56		9	106	INGLÉS	Who is funny?	Her Mother	Her sister	Her brother	Her father
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	57	A	44	72.13	0.509	A	72.13	D	21.31	C	3.28	B	1.64		9	107	INGLÉS	What is her favorite place?	Kitchen	Bedroom	Living room    	School 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	58	B	40	65.57	0.628	B	65.57	D	13.11	C	13.11	A	4.92		9	108	INGLÉS	Why is her family important?	They give money 	They help her study and feel happy	They are strict	They travel a lot 
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	59	A	27	44.26	0.558	A	44.26	B	26.23	C	16.39	D	11.48		9	109	INGLÉS	Sofia ___ a student.	am	is	are	be
7	EVALUÁNDONOS 7 FINAL 2025	7-01, 7-02, 7-03, 7PJ	Primary Key 	60	C	38	62.3	0.558	C	62.3	D	13.11	B	11.48	A	9.84		9	110	INGLÉS	This is ___ house.	She	Her	Hers	He
